episode_id,source,modality,prompt_condition,condition,model,hmm_group,length,human_hmm_mean_loglik_per_step,trace_str
human__k1-9k2w3mio_sim1.pkl,human,human,human,human,human,human,34,-1.5990574642899213,increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_path_length -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> decrease_wavelength -> decrease_wavelength -> decrease_wavelength -> increase_wavelength -> increase_concentration -> decrease_path_length -> decrease_concentration -> decrease_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_wavelength -> increase_path_length -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> finish
human__k1-9uwp7vnf_sim1.pkl,human,human,human,human,human,human,40,-1.2205338232235323,increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> increase_concentration -> decrease_concentration -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_path_length -> decrease_path_length -> decrease_concentration -> increase_concentration -> increase_path_length -> finish
human__k1-a9vxzvuf_sim1.pkl,human,human,human,human,human,human,61,-1.3760948303540732,increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> decrease_concentration -> increase_concentration -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> increase_path_length -> decrease_path_length -> increase_path_length -> decrease_path_length -> increase_path_length -> decrease_path_length -> increase_path_length -> decrease_path_length -> increase_path_length -> decrease_path_length -> increase_path_length -> decrease_path_length -> increase_path_length -> decrease_path_length -> increase_path_length -> increase_path_length -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> decrease_path_length -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> increase_wavelength -> increase_concentration -> increase_path_length -> decrease_path_length -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> decrease_wavelength -> decrease_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> increase_concentration -> finish
human__k1-e4s6ose8_sim1.pkl,human,human,human,human,human,human,84,-0.9379948490600182,increase_concentration -> decrease_concentration -> increase_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> increase_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> increase_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> increase_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> increase_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> increase_wavelength -> increase_concentration -> increase_concentration -> increase_concentration -> increase_concentration -> increase_concentration -> increase_concentration -> increase_concentration -> finish
human__k1-egrbxr77_sim1.pkl,human,human,human,human,human,human,38,-1.0824114320204377,increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_concentration -> increase_concentration -> decrease_concentration -> decrease_concentration -> decrease_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> decrease_concentration -> increase_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> increase_concentration -> increase_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> finish
human__k1-ey55om7m_sim1.pkl,human,human,human,human,human,human,133,-1.0355081324750983,increase_wavelength -> decrease_wavelength -> increase_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> decrease_wavelength -> increase_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> decrease_wavelength -> decrease_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> decrease_wavelength -> increase_concentration -> decrease_concentration -> increase_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> increase_wavelength -> increase_concentration -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> decrease_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_concentration -> decrease_concentration -> increase_concentration -> increase_concentration -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> increase_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> increase_concentration -> increase_concentration -> increase_concentration -> increase_concentration -> increase_path_length -> decrease_path_length -> increase_path_length -> decrease_path_length -> increase_path_length -> increase_path_length -> increase_path_length -> decrease_path_length -> increase_path_length -> decrease_path_length -> decrease_wavelength -> decrease_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> finish
human__k1-f4pc8r3d_sim1.pkl,human,human,human,human,human,human,102,-1.0461956411319777,increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> decrease_wavelength -> decrease_wavelength -> decrease_wavelength -> decrease_wavelength -> increase_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> decrease_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> increase_concentration -> increase_concentration -> increase_concentration -> increase_concentration -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> increase_concentration -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> increase_wavelength -> decrease_wavelength -> decrease_wavelength -> increase_wavelength -> increase_wavelength -> decrease_wavelength -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> finish
human__k1-f5cxv3ih_sim1.pkl,human,human,human,human,human,human,152,-1.110789847373196,increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> increase_path_length -> decrease_path_length -> increase_path_length -> decrease_path_length -> increase_concentration -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> increase_path_length -> decrease_path_length -> increase_path_length -> decrease_path_length -> decrease_wavelength -> increase_wavelength -> decrease_path_length -> increase_path_length -> increase_path_length -> decrease_path_length -> increase_path_length -> decrease_path_length -> increase_path_length -> increase_path_length -> decrease_path_length -> decrease_path_length -> increase_path_length -> decrease_path_length -> decrease_path_length -> decrease_concentration -> increase_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> increase_concentration -> increase_wavelength -> decrease_wavelength -> decrease_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> increase_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> decrease_concentration -> decrease_concentration -> increase_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> increase_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> increase_wavelength -> decrease_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> decrease_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> decrease_concentration -> increase_concentration -> increase_concentration -> increase_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> increase_concentration -> increase_concentration -> increase_path_length -> decrease_concentration -> increase_concentration -> decrease_path_length -> finish
human__k1-f5m9gdjy_sim1.pkl,human,human,human,human,human,human,229,-1.2893442692014299,decrease_wavelength -> increase_path_length -> decrease_path_length -> increase_path_length -> decrease_path_length -> increase_path_length -> decrease_path_length -> increase_path_length -> decrease_path_length -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_path_length -> decrease_path_length -> increase_path_length -> decrease_path_length -> increase_path_length -> decrease_path_length -> increase_path_length -> decrease_path_length -> increase_concentration -> decrease_concentration -> increase_concentration -> increase_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> increase_concentration -> increase_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> increase_concentration -> increase_concentration -> increase_path_length -> decrease_path_length -> increase_path_length -> decrease_path_length -> increase_path_length -> decrease_path_length -> decrease_concentration -> increase_concentration -> decrease_concentration -> decrease_concentration -> increase_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> increase_concentration -> increase_path_length -> decrease_path_length -> increase_path_length -> decrease_path_length -> increase_path_length -> increase_path_length -> increase_path_length -> decrease_path_length -> increase_path_length -> decrease_path_length -> increase_path_length -> increase_concentration -> decrease_concentration -> decrease_concentration -> decrease_path_length -> increase_path_length -> decrease_path_length -> increase_path_length -> decrease_path_length -> increase_path_length -> increase_path_length -> decrease_path_length -> increase_path_length -> increase_path_length -> increase_path_length -> increase_path_length -> increase_path_length -> increase_concentration -> increase_concentration -> decrease_path_length -> increase_path_length -> decrease_path_length -> increase_path_length -> increase_path_length -> decrease_path_length -> increase_path_length -> increase_concentration -> decrease_path_length -> increase_path_length -> decrease_path_length -> decrease_path_length -> increase_path_length -> increase_path_length -> increase_path_length -> decrease_path_length -> increase_path_length -> decrease_concentration -> increase_concentration -> decrease_concentration -> decrease_path_length -> decrease_concentration -> increase_path_length -> increase_path_length -> increase_path_length -> decrease_concentration -> decrease_path_length -> increase_concentration -> decrease_concentration -> increase_concentration -> increase_concentration -> decrease_concentration -> decrease_concentration -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_concentration -> decrease_concentration -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_path_length -> increase_path_length -> increase_path_length -> decrease_path_length -> increase_concentration -> decrease_concentration -> increase_path_length -> increase_path_length -> decrease_path_length -> increase_path_length -> decrease_path_length -> increase_path_length -> increase_concentration -> decrease_concentration -> decrease_path_length -> increase_path_length -> increase_path_length -> increase_path_length -> decrease_path_length -> increase_path_length -> decrease_path_length -> increase_path_length -> increase_concentration -> decrease_path_length -> increase_path_length -> increase_path_length -> increase_path_length -> decrease_path_length -> increase_path_length -> decrease_path_length -> increase_path_length -> decrease_path_length -> decrease_path_length -> increase_path_length -> increase_path_length -> increase_path_length -> increase_path_length -> increase_wavelength -> decrease_wavelength -> decrease_wavelength -> decrease_wavelength -> increase_wavelength -> increase_wavelength -> decrease_concentration -> decrease_concentration -> decrease_path_length -> increase_path_length -> increase_wavelength -> decrease_path_length -> increase_concentration -> decrease_concentration -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> increase_wavelength -> increase_path_length -> increase_path_length -> decrease_path_length -> increase_path_length -> decrease_path_length -> increase_path_length -> decrease_path_length -> increase_path_length -> finish
human__k1-fcu4bpjs_sim1.pkl,human,human,human,human,human,human,126,-0.9349945006310465,increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> decrease_concentration -> increase_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> increase_concentration -> decrease_concentration -> decrease_concentration -> increase_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> increase_concentration -> increase_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> decrease_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> increase_concentration -> decrease_concentration -> decrease_concentration -> decrease_concentration -> increase_concentration -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> decrease_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> decrease_concentration -> decrease_concentration -> finish
human__k1-g69gsa77_sim1.pkl,human,human,human,human,human,human,78,-1.3206047204769618,increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_path_length -> decrease_path_length -> increase_path_length -> decrease_path_length -> increase_path_length -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_path_length -> increase_path_length -> increase_path_length -> decrease_path_length -> increase_path_length -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_wavelength -> increase_wavelength -> increase_wavelength -> decrease_wavelength -> decrease_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_path_length -> increase_path_length -> decrease_path_length -> increase_path_length -> decrease_path_length -> increase_path_length -> decrease_path_length -> increase_path_length -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> decrease_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> decrease_concentration -> increase_concentration -> decrease_path_length -> decrease_path_length -> increase_path_length -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> increase_wavelength -> increase_concentration -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> increase_wavelength -> decrease_wavelength -> finish
human__k1-gak3udqp_sim1.pkl,human,human,human,human,human,human,77,-1.721703261059551,increase_path_length -> increase_path_length -> decrease_path_length -> decrease_path_length -> increase_path_length -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> increase_path_length -> decrease_path_length -> increase_path_length -> decrease_path_length -> increase_path_length -> increase_concentration -> decrease_concentration -> increase_path_length -> decrease_path_length -> decrease_wavelength -> increase_wavelength -> increase_path_length -> decrease_path_length -> increase_concentration -> decrease_concentration -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> decrease_concentration -> increase_concentration -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_concentration -> decrease_concentration -> increase_concentration -> increase_path_length -> decrease_path_length -> increase_concentration -> decrease_concentration -> increase_path_length -> decrease_path_length -> increase_concentration -> increase_wavelength -> increase_path_length -> decrease_concentration -> increase_concentration -> increase_wavelength -> decrease_path_length -> decrease_path_length -> increase_path_length -> decrease_wavelength -> increase_wavelength -> decrease_concentration -> increase_concentration -> decrease_wavelength -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> increase_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> increase_concentration -> increase_concentration -> decrease_path_length -> increase_path_length -> increase_path_length -> increase_path_length -> finish
human__k1-gsck6mfh_sim1.pkl,human,human,human,human,human,human,59,-1.495681498022405,increase_path_length -> decrease_path_length -> increase_path_length -> increase_wavelength -> decrease_path_length -> increase_path_length -> increase_path_length -> decrease_path_length -> increase_path_length -> decrease_path_length -> decrease_path_length -> increase_path_length -> decrease_path_length -> increase_path_length -> decrease_path_length -> increase_path_length -> decrease_path_length -> increase_wavelength -> decrease_wavelength -> increase_path_length -> increase_wavelength -> decrease_wavelength -> decrease_path_length -> increase_path_length -> decrease_path_length -> increase_path_length -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_path_length -> decrease_concentration -> increase_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> increase_path_length -> decrease_path_length -> increase_path_length -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> increase_wavelength -> increase_wavelength -> decrease_wavelength -> finish
human__k1-h68szyda_sim1.pkl,human,human,human,human,human,human,93,-1.1936763218264335,decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> increase_wavelength -> decrease_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> increase_concentration -> decrease_concentration -> decrease_concentration -> increase_concentration -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> increase_path_length -> decrease_path_length -> increase_path_length -> decrease_path_length -> increase_path_length -> decrease_path_length -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> increase_wavelength -> increase_wavelength -> decrease_path_length -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> increase_concentration -> increase_concentration -> increase_concentration -> increase_concentration -> increase_path_length -> increase_path_length -> decrease_path_length -> increase_path_length -> decrease_path_length -> increase_path_length -> decrease_path_length -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> decrease_path_length -> increase_path_length -> increase_path_length -> decrease_path_length -> finish
human__k1-hxf2dkio_sim1.pkl,human,human,human,human,human,human,34,-1.2187406280846598,increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_path_length -> decrease_path_length -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> finish
human__k1-ik93ja9j_sim1.pkl,human,human,human,human,human,human,28,-1.7888470599324384,increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> increase_path_length -> decrease_path_length -> decrease_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_concentration -> decrease_concentration -> increase_wavelength -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_wavelength -> increase_path_length -> decrease_path_length -> increase_path_length -> decrease_path_length -> increase_wavelength -> finish
human__k1-ipoaq6dm_sim1.pkl,human,human,human,human,human,human,31,-1.0506416229442057,increase_concentration -> increase_concentration -> decrease_concentration -> decrease_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> decrease_concentration -> increase_concentration -> increase_concentration -> decrease_concentration -> decrease_concentration -> increase_concentration -> increase_concentration -> increase_concentration -> increase_concentration -> increase_concentration -> increase_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> increase_concentration -> increase_concentration -> increase_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> finish
human__k1-j35wegzc_sim1.pkl,human,human,human,human,human,human,53,-1.451304553758196,increase_wavelength -> decrease_wavelength -> increase_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_concentration -> decrease_concentration -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_path_length -> decrease_path_length -> increase_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> increase_path_length -> decrease_path_length -> decrease_path_length -> increase_path_length -> decrease_path_length -> increase_path_length -> decrease_path_length -> decrease_path_length -> increase_path_length -> decrease_path_length -> decrease_path_length -> increase_path_length -> decrease_path_length -> decrease_concentration -> increase_concentration -> increase_concentration -> increase_concentration -> increase_path_length -> increase_wavelength -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_path_length -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> finish
