source,formula,task,modality,prompt_condition,condition,model,run_index,project_name,artifact_name,root_dir,run_dir,steps_path,summary_path,trajectory_path,interaction_log_path,model_family,model_size,episode_id,step_index,step_id,step_type,raw_action_type,raw_variable,clean_action_type,clean_variable,raw_action_label,aligned_action,is_valid_action,invalid_reason,reasoning,finish_reason,done,parsed_action_json
model,beers,beers_wavelength,chart_only,normal,chart_only_normal,qwen25_vl_3b,2,scientific-exploration-increase-student-simulation-chart-normal,episode-chart_normal_beers_wavelength_model_qwen25_vl_3b-02_latest,\home\lly\projects\project\wandb_downloads_student_simulation_5projects,\home\lly\projects\project\wandb_downloads_student_simulation_5projects\scientific-exploration-increase-student-simulation-chart-normal\artifacts\episode-chart_normal_beers_wavelength_model_qwen25_vl_3b-02_latest,\home\lly\projects\project\wandb_downloads_student_simulation_5projects\scientific-exploration-increase-student-simulation-chart-normal\artifacts\episode-chart_normal_beers_wavelength_model_qwen25_vl_3b-02_latest\steps.json,\home\lly\projects\project\wandb_downloads_student_simulation_5projects\scientific-exploration-increase-student-simulation-chart-normal\artifacts\episode-chart_normal_beers_wavelength_model_qwen25_vl_3b-02_latest\summary.json,\home\lly\projects\project\wandb_downloads_student_simulation_5projects\scientific-exploration-increase-student-simulation-chart-normal\artifacts\episode-chart_normal_beers_wavelength_model_qwen25_vl_3b-02_latest\trajectory.json,\home\lly\projects\project\wandb_downloads_student_simulation_5projects\scientific-exploration-increase-student-simulation-chart-normal\artifacts\episode-chart_normal_beers_wavelength_model_qwen25_vl_3b-02_latest\interaction_log.json,qwen25_vl,3b,model__scientific-exploration-increase-student-simulation-chart-normal__chart_only__normal__beers_wavelength__qwen25_vl_3b__run02,5,5,action,increase,wavelength,increase,wavelength,increase wavelength,increase_wavelength,True,,Increasing wavelength and concentration.,,False,"{""action_type"": ""increase"", ""variable"": ""wavelength""}"
model,beers,beers_wavelength,chart_only,normal,chart_only_normal,qwen25_vl_3b,2,scientific-exploration-increase-student-simulation-chart-normal,episode-chart_normal_beers_wavelength_model_qwen25_vl_3b-02_latest,\home\lly\projects\project\wandb_downloads_student_simulation_5projects,\home\lly\projects\project\wandb_downloads_student_simulation_5projects\scientific-exploration-increase-student-simulation-chart-normal\artifacts\episode-chart_normal_beers_wavelength_model_qwen25_vl_3b-02_latest,\home\lly\projects\project\wandb_downloads_student_simulation_5projects\scientific-exploration-increase-student-simulation-chart-normal\artifacts\episode-chart_normal_beers_wavelength_model_qwen25_vl_3b-02_latest\steps.json,\home\lly\projects\project\wandb_downloads_student_simulation_5projects\scientific-exploration-increase-student-simulation-chart-normal\artifacts\episode-chart_normal_beers_wavelength_model_qwen25_vl_3b-02_latest\summary.json,\home\lly\projects\project\wandb_downloads_student_simulation_5projects\scientific-exploration-increase-student-simulation-chart-normal\artifacts\episode-chart_normal_beers_wavelength_model_qwen25_vl_3b-02_latest\trajectory.json,\home\lly\projects\project\wandb_downloads_student_simulation_5projects\scientific-exploration-increase-student-simulation-chart-normal\artifacts\episode-chart_normal_beers_wavelength_model_qwen25_vl_3b-02_latest\interaction_log.json,qwen25_vl,3b,model__scientific-exploration-increase-student-simulation-chart-normal__chart_only__normal__beers_wavelength__qwen25_vl_3b__run02,6,6,action,increase,wavelength,increase,wavelength,increase wavelength,increase_wavelength,True,,Increasing wavelength has a positive impact on the variable's value.,,False,"{""action_type"": ""increase"", ""variable"": ""wavelength""}"
model,beers,beers_wavelength,chart_only,normal,chart_only_normal,qwen25_vl_3b,2,scientific-exploration-increase-student-simulation-chart-normal,episode-chart_normal_beers_wavelength_model_qwen25_vl_3b-02_latest,\home\lly\projects\project\wandb_downloads_student_simulation_5projects,\home\lly\projects\project\wandb_downloads_student_simulation_5projects\scientific-exploration-increase-student-simulation-chart-normal\artifacts\episode-chart_normal_beers_wavelength_model_qwen25_vl_3b-02_latest,\home\lly\projects\project\wandb_downloads_student_simulation_5projects\scientific-exploration-increase-student-simulation-chart-normal\artifacts\episode-chart_normal_beers_wavelength_model_qwen25_vl_3b-02_latest\steps.json,\home\lly\projects\project\wandb_downloads_student_simulation_5projects\scientific-exploration-increase-student-simulation-chart-normal\artifacts\episode-chart_normal_beers_wavelength_model_qwen25_vl_3b-02_latest\summary.json,\home\lly\projects\project\wandb_downloads_student_simulation_5projects\scientific-exploration-increase-student-simulation-chart-normal\artifacts\episode-chart_normal_beers_wavelength_model_qwen25_vl_3b-02_latest\trajectory.json,\home\lly\projects\project\wandb_downloads_student_simulation_5projects\scientific-exploration-increase-student-simulation-chart-normal\artifacts\episode-chart_normal_beers_wavelength_model_qwen25_vl_3b-02_latest\interaction_log.json,qwen25_vl,3b,model__scientific-exploration-increase-student-simulation-chart-normal__chart_only__normal__beers_wavelength__qwen25_vl_3b__run02,7,7,action,increase,wavelength,increase,wavelength,increase wavelength,increase_wavelength,True,,Increasing wavelength and concentration.,,False,"{""action_type"": ""increase"", ""variable"": ""wavelength""}"
model,beers,beers_wavelength,chart_only,normal,chart_only_normal,qwen25_vl_3b,2,scientific-exploration-increase-student-simulation-chart-normal,episode-chart_normal_beers_wavelength_model_qwen25_vl_3b-02_latest,\home\lly\projects\project\wandb_downloads_student_simulation_5projects,\home\lly\projects\project\wandb_downloads_student_simulation_5projects\scientific-exploration-increase-student-simulation-chart-normal\artifacts\episode-chart_normal_beers_wavelength_model_qwen25_vl_3b-02_latest,\home\lly\projects\project\wandb_downloads_student_simulation_5projects\scientific-exploration-increase-student-simulation-chart-normal\artifacts\episode-chart_normal_beers_wavelength_model_qwen25_vl_3b-02_latest\steps.json,\home\lly\projects\project\wandb_downloads_student_simulation_5projects\scientific-exploration-increase-student-simulation-chart-normal\artifacts\episode-chart_normal_beers_wavelength_model_qwen25_vl_3b-02_latest\summary.json,\home\lly\projects\project\wandb_downloads_student_simulation_5projects\scientific-exploration-increase-student-simulation-chart-normal\artifacts\episode-chart_normal_beers_wavelength_model_qwen25_vl_3b-02_latest\trajectory.json,\home\lly\projects\project\wandb_downloads_student_simulation_5projects\scientific-exploration-increase-student-simulation-chart-normal\artifacts\episode-chart_normal_beers_wavelength_model_qwen25_vl_3b-02_latest\interaction_log.json,qwen25_vl,3b,model__scientific-exploration-increase-student-simulation-chart-normal__chart_only__normal__beers_wavelength__qwen25_vl_3b__run02,8,8,action,increase,wavelength,increase,wavelength,increase wavelength,increase_wavelength,True,,Increasing wavelength has a positive impact on the system's performance.,,False,"{""action_type"": ""increase"", ""variable"": ""wavelength""}"
model,beers,beers_wavelength,chart_only,normal,chart_only_normal,qwen25_vl_3b,2,scientific-exploration-increase-student-simulation-chart-normal,episode-chart_normal_beers_wavelength_model_qwen25_vl_3b-02_latest,\home\lly\projects\project\wandb_downloads_student_simulation_5projects,\home\lly\projects\project\wandb_downloads_student_simulation_5projects\scientific-exploration-increase-student-simulation-chart-normal\artifacts\episode-chart_normal_beers_wavelength_model_qwen25_vl_3b-02_latest,\home\lly\projects\project\wandb_downloads_student_simulation_5projects\scientific-exploration-increase-student-simulation-chart-normal\artifacts\episode-chart_normal_beers_wavelength_model_qwen25_vl_3b-02_latest\steps.json,\home\lly\projects\project\wandb_downloads_student_simulation_5projects\scientific-exploration-increase-student-simulation-chart-normal\artifacts\episode-chart_normal_beers_wavelength_model_qwen25_vl_3b-02_latest\summary.json,\home\lly\projects\project\wandb_downloads_student_simulation_5projects\scientific-exploration-increase-student-simulation-chart-normal\artifacts\episode-chart_normal_beers_wavelength_model_qwen25_vl_3b-02_latest\trajectory.json,\home\lly\projects\project\wandb_downloads_student_simulation_5projects\scientific-exploration-increase-student-simulation-chart-normal\artifacts\episode-chart_normal_beers_wavelength_model_qwen25_vl_3b-02_latest\interaction_log.json,qwen25_vl,3b,model__scientific-exploration-increase-student-simulation-chart-normal__chart_only__normal__beers_wavelength__qwen25_vl_3b__run02,9,9,action,increase,wavelength,increase,wavelength,increase wavelength,increase_wavelength,True,,Increasing wavelength further.,,False,"{""action_type"": ""increase"", ""variable"": ""wavelength""}"
model,beers,beers_wavelength,chart_only,normal,chart_only_normal,qwen25_vl_3b,2,scientific-exploration-increase-student-simulation-chart-normal,episode-chart_normal_beers_wavelength_model_qwen25_vl_3b-02_latest,\home\lly\projects\project\wandb_downloads_student_simulation_5projects,\home\lly\projects\project\wandb_downloads_student_simulation_5projects\scientific-exploration-increase-student-simulation-chart-normal\artifacts\episode-chart_normal_beers_wavelength_model_qwen25_vl_3b-02_latest,\home\lly\projects\project\wandb_downloads_student_simulation_5projects\scientific-exploration-increase-student-simulation-chart-normal\artifacts\episode-chart_normal_beers_wavelength_model_qwen25_vl_3b-02_latest\steps.json,\home\lly\projects\project\wandb_downloads_student_simulation_5projects\scientific-exploration-increase-student-simulation-chart-normal\artifacts\episode-chart_normal_beers_wavelength_model_qwen25_vl_3b-02_latest\summary.json,\home\lly\projects\project\wandb_downloads_student_simulation_5projects\scientific-exploration-increase-student-simulation-chart-normal\artifacts\episode-chart_normal_beers_wavelength_model_qwen25_vl_3b-02_latest\trajectory.json,\home\lly\projects\project\wandb_downloads_student_simulation_5projects\scientific-exploration-increase-student-simulation-chart-normal\artifacts\episode-chart_normal_beers_wavelength_model_qwen25_vl_3b-02_latest\interaction_log.json,qwen25_vl,3b,model__scientific-exploration-increase-student-simulation-chart-normal__chart_only__normal__beers_wavelength__qwen25_vl_3b__run02,10,10,action,increase,wavelength,increase,wavelength,increase wavelength,increase_wavelength,True,,Increasing wavelength seems to affect the value of the variable.,,False,"{""action_type"": ""increase"", ""variable"": ""wavelength""}"
model,beers,beers_wavelength,chart_only,normal,chart_only_normal,qwen25_vl_3b,2,scientific-exploration-increase-student-simulation-chart-normal,episode-chart_normal_beers_wavelength_model_qwen25_vl_3b-02_latest,\home\lly\projects\project\wandb_downloads_student_simulation_5projects,\home\lly\projects\project\wandb_downloads_student_simulation_5projects\scientific-exploration-increase-student-simulation-chart-normal\artifacts\episode-chart_normal_beers_wavelength_model_qwen25_vl_3b-02_latest,\home\lly\projects\project\wandb_downloads_student_simulation_5projects\scientific-exploration-increase-student-simulation-chart-normal\artifacts\episode-chart_normal_beers_wavelength_model_qwen25_vl_3b-02_latest\steps.json,\home\lly\projects\project\wandb_downloads_student_simulation_5projects\scientific-exploration-increase-student-simulation-chart-normal\artifacts\episode-chart_normal_beers_wavelength_model_qwen25_vl_3b-02_latest\summary.json,\home\lly\projects\project\wandb_downloads_student_simulation_5projects\scientific-exploration-increase-student-simulation-chart-normal\artifacts\episode-chart_normal_beers_wavelength_model_qwen25_vl_3b-02_latest\trajectory.json,\home\lly\projects\project\wandb_downloads_student_simulation_5projects\scientific-exploration-increase-student-simulation-chart-normal\artifacts\episode-chart_normal_beers_wavelength_model_qwen25_vl_3b-02_latest\interaction_log.json,qwen25_vl,3b,model__scientific-exploration-increase-student-simulation-chart-normal__chart_only__normal__beers_wavelength__qwen25_vl_3b__run02,11,11,action,increase,wavelength,increase,wavelength,increase wavelength,increase_wavelength,True,,Increasing wavelength has a significant impact on the bar chart values.,,False,"{""action_type"": ""increase"", ""variable"": ""wavelength""}"
model,beers,beers_wavelength,chart_only,normal,chart_only_normal,qwen25_vl_3b,2,scientific-exploration-increase-student-simulation-chart-normal,episode-chart_normal_beers_wavelength_model_qwen25_vl_3b-02_latest,\home\lly\projects\project\wandb_downloads_student_simulation_5projects,\home\lly\projects\project\wandb_downloads_student_simulation_5projects\scientific-exploration-increase-student-simulation-chart-normal\artifacts\episode-chart_normal_beers_wavelength_model_qwen25_vl_3b-02_latest,\home\lly\projects\project\wandb_downloads_student_simulation_5projects\scientific-exploration-increase-student-simulation-chart-normal\artifacts\episode-chart_normal_beers_wavelength_model_qwen25_vl_3b-02_latest\steps.json,\home\lly\projects\project\wandb_downloads_student_simulation_5projects\scientific-exploration-increase-student-simulation-chart-normal\artifacts\episode-chart_normal_beers_wavelength_model_qwen25_vl_3b-02_latest\summary.json,\home\lly\projects\project\wandb_downloads_student_simulation_5projects\scientific-exploration-increase-student-simulation-chart-normal\artifacts\episode-chart_normal_beers_wavelength_model_qwen25_vl_3b-02_latest\trajectory.json,\home\lly\projects\project\wandb_downloads_student_simulation_5projects\scientific-exploration-increase-student-simulation-chart-normal\artifacts\episode-chart_normal_beers_wavelength_model_qwen25_vl_3b-02_latest\interaction_log.json,qwen25_vl,3b,model__scientific-exploration-increase-student-simulation-chart-normal__chart_only__normal__beers_wavelength__qwen25_vl_3b__run02,12,12,action,increase,wavelength,increase,wavelength,increase wavelength,increase_wavelength,True,,"Observing the current state bar chart, I notice that the wavelength has increased significantly compared to previous steps. This suggests that the exploration of the environment related to the wavelength variable has been effective. Since the goal involves understanding the impact of different input variables, increasing wavelength seems like a logical next step to gather more data.",,False,"{""action_type"": ""increase"", ""variable"": ""wavelength""}"
model,beers,beers_wavelength,chart_only,normal,chart_only_normal,qwen25_vl_3b,2,scientific-exploration-increase-student-simulation-chart-normal,episode-chart_normal_beers_wavelength_model_qwen25_vl_3b-02_latest,\home\lly\projects\project\wandb_downloads_student_simulation_5projects,\home\lly\projects\project\wandb_downloads_student_simulation_5projects\scientific-exploration-increase-student-simulation-chart-normal\artifacts\episode-chart_normal_beers_wavelength_model_qwen25_vl_3b-02_latest,\home\lly\projects\project\wandb_downloads_student_simulation_5projects\scientific-exploration-increase-student-simulation-chart-normal\artifacts\episode-chart_normal_beers_wavelength_model_qwen25_vl_3b-02_latest\steps.json,\home\lly\projects\project\wandb_downloads_student_simulation_5projects\scientific-exploration-increase-student-simulation-chart-normal\artifacts\episode-chart_normal_beers_wavelength_model_qwen25_vl_3b-02_latest\summary.json,\home\lly\projects\project\wandb_downloads_student_simulation_5projects\scientific-exploration-increase-student-simulation-chart-normal\artifacts\episode-chart_normal_beers_wavelength_model_qwen25_vl_3b-02_latest\trajectory.json,\home\lly\projects\project\wandb_downloads_student_simulation_5projects\scientific-exploration-increase-student-simulation-chart-normal\artifacts\episode-chart_normal_beers_wavelength_model_qwen25_vl_3b-02_latest\interaction_log.json,qwen25_vl,3b,model__scientific-exploration-increase-student-simulation-chart-normal__chart_only__normal__beers_wavelength__qwen25_vl_3b__run02,13,13,action,increase,wavelength,increase,wavelength,increase wavelength,increase_wavelength,True,,Increasing wavelength further.,,False,"{""action_type"": ""increase"", ""variable"": ""wavelength""}"
model,beers,beers_wavelength,chart_only,normal,chart_only_normal,qwen25_vl_3b,2,scientific-exploration-increase-student-simulation-chart-normal,episode-chart_normal_beers_wavelength_model_qwen25_vl_3b-02_latest,\home\lly\projects\project\wandb_downloads_student_simulation_5projects,\home\lly\projects\project\wandb_downloads_student_simulation_5projects\scientific-exploration-increase-student-simulation-chart-normal\artifacts\episode-chart_normal_beers_wavelength_model_qwen25_vl_3b-02_latest,\home\lly\projects\project\wandb_downloads_student_simulation_5projects\scientific-exploration-increase-student-simulation-chart-normal\artifacts\episode-chart_normal_beers_wavelength_model_qwen25_vl_3b-02_latest\steps.json,\home\lly\projects\project\wandb_downloads_student_simulation_5projects\scientific-exploration-increase-student-simulation-chart-normal\artifacts\episode-chart_normal_beers_wavelength_model_qwen25_vl_3b-02_latest\summary.json,\home\lly\projects\project\wandb_downloads_student_simulation_5projects\scientific-exploration-increase-student-simulation-chart-normal\artifacts\episode-chart_normal_beers_wavelength_model_qwen25_vl_3b-02_latest\trajectory.json,\home\lly\projects\project\wandb_downloads_student_simulation_5projects\scientific-exploration-increase-student-simulation-chart-normal\artifacts\episode-chart_normal_beers_wavelength_model_qwen25_vl_3b-02_latest\interaction_log.json,qwen25_vl,3b,model__scientific-exploration-increase-student-simulation-chart-normal__chart_only__normal__beers_wavelength__qwen25_vl_3b__run02,14,14,action,decrease,concentration,decrease,concentration,decrease concentration,decrease_concentration,True,,Decrease concentration to see if it affects the bar chart.,,False,"{""action_type"": ""decrease"", ""variable"": ""concentration""}"
model,beers,beers_wavelength,chart_only,normal,chart_only_normal,qwen25_vl_3b,2,scientific-exploration-increase-student-simulation-chart-normal,episode-chart_normal_beers_wavelength_model_qwen25_vl_3b-02_latest,\home\lly\projects\project\wandb_downloads_student_simulation_5projects,\home\lly\projects\project\wandb_downloads_student_simulation_5projects\scientific-exploration-increase-student-simulation-chart-normal\artifacts\episode-chart_normal_beers_wavelength_model_qwen25_vl_3b-02_latest,\home\lly\projects\project\wandb_downloads_student_simulation_5projects\scientific-exploration-increase-student-simulation-chart-normal\artifacts\episode-chart_normal_beers_wavelength_model_qwen25_vl_3b-02_latest\steps.json,\home\lly\projects\project\wandb_downloads_student_simulation_5projects\scientific-exploration-increase-student-simulation-chart-normal\artifacts\episode-chart_normal_beers_wavelength_model_qwen25_vl_3b-02_latest\summary.json,\home\lly\projects\project\wandb_downloads_student_simulation_5projects\scientific-exploration-increase-student-simulation-chart-normal\artifacts\episode-chart_normal_beers_wavelength_model_qwen25_vl_3b-02_latest\trajectory.json,\home\lly\projects\project\wandb_downloads_student_simulation_5projects\scientific-exploration-increase-student-simulation-chart-normal\artifacts\episode-chart_normal_beers_wavelength_model_qwen25_vl_3b-02_latest\interaction_log.json,qwen25_vl,3b,model__scientific-exploration-increase-student-simulation-chart-normal__chart_only__normal__beers_wavelength__qwen25_vl_3b__run02,15,15,action,decrease,concentration,decrease,concentration,decrease concentration,decrease_concentration,True,,"The wavelength has been increased multiple times, indicating a trend towards higher wavelengths. It is now time to explore how changing the other variables affects the system.",,False,"{""action_type"": ""decrease"", ""variable"": ""concentration""}"
model,beers,beers_wavelength,chart_only,normal,chart_only_normal,qwen25_vl_3b,2,scientific-exploration-increase-student-simulation-chart-normal,episode-chart_normal_beers_wavelength_model_qwen25_vl_3b-02_latest,\home\lly\projects\project\wandb_downloads_student_simulation_5projects,\home\lly\projects\project\wandb_downloads_student_simulation_5projects\scientific-exploration-increase-student-simulation-chart-normal\artifacts\episode-chart_normal_beers_wavelength_model_qwen25_vl_3b-02_latest,\home\lly\projects\project\wandb_downloads_student_simulation_5projects\scientific-exploration-increase-student-simulation-chart-normal\artifacts\episode-chart_normal_beers_wavelength_model_qwen25_vl_3b-02_latest\steps.json,\home\lly\projects\project\wandb_downloads_student_simulation_5projects\scientific-exploration-increase-student-simulation-chart-normal\artifacts\episode-chart_normal_beers_wavelength_model_qwen25_vl_3b-02_latest\summary.json,\home\lly\projects\project\wandb_downloads_student_simulation_5projects\scientific-exploration-increase-student-simulation-chart-normal\artifacts\episode-chart_normal_beers_wavelength_model_qwen25_vl_3b-02_latest\trajectory.json,\home\lly\projects\project\wandb_downloads_student_simulation_5projects\scientific-exploration-increase-student-simulation-chart-normal\artifacts\episode-chart_normal_beers_wavelength_model_qwen25_vl_3b-02_latest\interaction_log.json,qwen25_vl,3b,model__scientific-exploration-increase-student-simulation-chart-normal__chart_only__normal__beers_wavelength__qwen25_vl_3b__run02,16,16,action,increase,wavelength,increase,wavelength,increase wavelength,increase_wavelength,True,,Increasing wavelength further.,,False,"{""action_type"": ""increase"", ""variable"": ""wavelength""}"
model,beers,beers_wavelength,chart_only,normal,chart_only_normal,qwen25_vl_3b,2,scientific-exploration-increase-student-simulation-chart-normal,episode-chart_normal_beers_wavelength_model_qwen25_vl_3b-02_latest,\home\lly\projects\project\wandb_downloads_student_simulation_5projects,\home\lly\projects\project\wandb_downloads_student_simulation_5projects\scientific-exploration-increase-student-simulation-chart-normal\artifacts\episode-chart_normal_beers_wavelength_model_qwen25_vl_3b-02_latest,\home\lly\projects\project\wandb_downloads_student_simulation_5projects\scientific-exploration-increase-student-simulation-chart-normal\artifacts\episode-chart_normal_beers_wavelength_model_qwen25_vl_3b-02_latest\steps.json,\home\lly\projects\project\wandb_downloads_student_simulation_5projects\scientific-exploration-increase-student-simulation-chart-normal\artifacts\episode-chart_normal_beers_wavelength_model_qwen25_vl_3b-02_latest\summary.json,\home\lly\projects\project\wandb_downloads_student_simulation_5projects\scientific-exploration-increase-student-simulation-chart-normal\artifacts\episode-chart_normal_beers_wavelength_model_qwen25_vl_3b-02_latest\trajectory.json,\home\lly\projects\project\wandb_downloads_student_simulation_5projects\scientific-exploration-increase-student-simulation-chart-normal\artifacts\episode-chart_normal_beers_wavelength_model_qwen25_vl_3b-02_latest\interaction_log.json,qwen25_vl,3b,model__scientific-exploration-increase-student-simulation-chart-normal__chart_only__normal__beers_wavelength__qwen25_vl_3b__run02,17,17,action,increase,wavelength,increase,wavelength,increase wavelength,increase_wavelength,True,,Increasing wavelength again.,,False,"{""action_type"": ""increase"", ""variable"": ""wavelength""}"
model,beers,beers_wavelength,chart_only,normal,chart_only_normal,qwen25_vl_3b,2,scientific-exploration-increase-student-simulation-chart-normal,episode-chart_normal_beers_wavelength_model_qwen25_vl_3b-02_latest,\home\lly\projects\project\wandb_downloads_student_simulation_5projects,\home\lly\projects\project\wandb_downloads_student_simulation_5projects\scientific-exploration-increase-student-simulation-chart-normal\artifacts\episode-chart_normal_beers_wavelength_model_qwen25_vl_3b-02_latest,\home\lly\projects\project\wandb_downloads_student_simulation_5projects\scientific-exploration-increase-student-simulation-chart-normal\artifacts\episode-chart_normal_beers_wavelength_model_qwen25_vl_3b-02_latest\steps.json,\home\lly\projects\project\wandb_downloads_student_simulation_5projects\scientific-exploration-increase-student-simulation-chart-normal\artifacts\episode-chart_normal_beers_wavelength_model_qwen25_vl_3b-02_latest\summary.json,\home\lly\projects\project\wandb_downloads_student_simulation_5projects\scientific-exploration-increase-student-simulation-chart-normal\artifacts\episode-chart_normal_beers_wavelength_model_qwen25_vl_3b-02_latest\trajectory.json,\home\lly\projects\project\wandb_downloads_student_simulation_5projects\scientific-exploration-increase-student-simulation-chart-normal\artifacts\episode-chart_normal_beers_wavelength_model_qwen25_vl_3b-02_latest\interaction_log.json,qwen25_vl,3b,model__scientific-exploration-increase-student-simulation-chart-normal__chart_only__normal__beers_wavelength__qwen25_vl_3b__run02,18,18,action,increase,wavelength,increase,wavelength,increase wavelength,increase_wavelength,True,,Increasing wavelength again after several decreases.,,False,"{""action_type"": ""increase"", ""variable"": ""wavelength""}"
model,beers,beers_wavelength,chart_only,normal,chart_only_normal,qwen25_vl_3b,2,scientific-exploration-increase-student-simulation-chart-normal,episode-chart_normal_beers_wavelength_model_qwen25_vl_3b-02_latest,\home\lly\projects\project\wandb_downloads_student_simulation_5projects,\home\lly\projects\project\wandb_downloads_student_simulation_5projects\scientific-exploration-increase-student-simulation-chart-normal\artifacts\episode-chart_normal_beers_wavelength_model_qwen25_vl_3b-02_latest,\home\lly\projects\project\wandb_downloads_student_simulation_5projects\scientific-exploration-increase-student-simulation-chart-normal\artifacts\episode-chart_normal_beers_wavelength_model_qwen25_vl_3b-02_latest\steps.json,\home\lly\projects\project\wandb_downloads_student_simulation_5projects\scientific-exploration-increase-student-simulation-chart-normal\artifacts\episode-chart_normal_beers_wavelength_model_qwen25_vl_3b-02_latest\summary.json,\home\lly\projects\project\wandb_downloads_student_simulation_5projects\scientific-exploration-increase-student-simulation-chart-normal\artifacts\episode-chart_normal_beers_wavelength_model_qwen25_vl_3b-02_latest\trajectory.json,\home\lly\projects\project\wandb_downloads_student_simulation_5projects\scientific-exploration-increase-student-simulation-chart-normal\artifacts\episode-chart_normal_beers_wavelength_model_qwen25_vl_3b-02_latest\interaction_log.json,qwen25_vl,3b,model__scientific-exploration-increase-student-simulation-chart-normal__chart_only__normal__beers_wavelength__qwen25_vl_3b__run02,19,19,action,increase,wavelength,increase,wavelength,increase wavelength,increase_wavelength,True,,Increasing wavelength further might lead to more significant changes in the bar chart.,,False,"{""action_type"": ""increase"", ""variable"": ""wavelength""}"
model,beers,beers_wavelength,chart_only,normal,chart_only_normal,qwen25_vl_3b,2,scientific-exploration-increase-student-simulation-chart-normal,episode-chart_normal_beers_wavelength_model_qwen25_vl_3b-02_latest,\home\lly\projects\project\wandb_downloads_student_simulation_5projects,\home\lly\projects\project\wandb_downloads_student_simulation_5projects\scientific-exploration-increase-student-simulation-chart-normal\artifacts\episode-chart_normal_beers_wavelength_model_qwen25_vl_3b-02_latest,\home\lly\projects\project\wandb_downloads_student_simulation_5projects\scientific-exploration-increase-student-simulation-chart-normal\artifacts\episode-chart_normal_beers_wavelength_model_qwen25_vl_3b-02_latest\steps.json,\home\lly\projects\project\wandb_downloads_student_simulation_5projects\scientific-exploration-increase-student-simulation-chart-normal\artifacts\episode-chart_normal_beers_wavelength_model_qwen25_vl_3b-02_latest\summary.json,\home\lly\projects\project\wandb_downloads_student_simulation_5projects\scientific-exploration-increase-student-simulation-chart-normal\artifacts\episode-chart_normal_beers_wavelength_model_qwen25_vl_3b-02_latest\trajectory.json,\home\lly\projects\project\wandb_downloads_student_simulation_5projects\scientific-exploration-increase-student-simulation-chart-normal\artifacts\episode-chart_normal_beers_wavelength_model_qwen25_vl_3b-02_latest\interaction_log.json,qwen25_vl,3b,model__scientific-exploration-increase-student-simulation-chart-normal__chart_only__normal__beers_wavelength__qwen25_vl_3b__run02,20,20,action,increase,wavelength,increase,wavelength,increase wavelength,increase_wavelength,True,,Increasing wavelength further.,,False,"{""action_type"": ""increase"", ""variable"": ""wavelength""}"
model,beers,beers_wavelength,chart_only,normal,chart_only_normal,qwen25_vl_3b,2,scientific-exploration-increase-student-simulation-chart-normal,episode-chart_normal_beers_wavelength_model_qwen25_vl_3b-02_latest,\home\lly\projects\project\wandb_downloads_student_simulation_5projects,\home\lly\projects\project\wandb_downloads_student_simulation_5projects\scientific-exploration-increase-student-simulation-chart-normal\artifacts\episode-chart_normal_beers_wavelength_model_qwen25_vl_3b-02_latest,\home\lly\projects\project\wandb_downloads_student_simulation_5projects\scientific-exploration-increase-student-simulation-chart-normal\artifacts\episode-chart_normal_beers_wavelength_model_qwen25_vl_3b-02_latest\steps.json,\home\lly\projects\project\wandb_downloads_student_simulation_5projects\scientific-exploration-increase-student-simulation-chart-normal\artifacts\episode-chart_normal_beers_wavelength_model_qwen25_vl_3b-02_latest\summary.json,\home\lly\projects\project\wandb_downloads_student_simulation_5projects\scientific-exploration-increase-student-simulation-chart-normal\artifacts\episode-chart_normal_beers_wavelength_model_qwen25_vl_3b-02_latest\trajectory.json,\home\lly\projects\project\wandb_downloads_student_simulation_5projects\scientific-exploration-increase-student-simulation-chart-normal\artifacts\episode-chart_normal_beers_wavelength_model_qwen25_vl_3b-02_latest\interaction_log.json,qwen25_vl,3b,model__scientific-exploration-increase-student-simulation-chart-normal__chart_only__normal__beers_wavelength__qwen25_vl_3b__run02,21,21,action,increase,wavelength,increase,wavelength,increase wavelength,increase_wavelength,True,,Increasing wavelength again.,,False,"{""action_type"": ""increase"", ""variable"": ""wavelength""}"
